institution_id,institution_name,institution_country
14749,Center for Advanced Geochemistry,India
14750,Royal Institute of Astronomy,Finland
14751,College of Geoscience,Canada
14752,Global Research Center of Geoscience,France
14753,National Institute of Meteorite Studies,Sweden
14754,Academy of Meteorite Studies,France
14755,National Institute of Space Exploration,India
14756,Academy of Geology,Belgium
14757,College of Geology,Denmark
14758,University of Geology,UK
14759,Royal Institute of Astronomy,Denmark
14760,University of Space Exploration,USA
14761,International Lab for Meteorite Studies,Sweden
14762,College of Meteorite Studies,Denmark
14763,International Lab for Meteorite Studies,India
14764,College of Meteorite Studies,Norway
14765,Royal Institute of Geology,Canada
14766,University of Geology,Austria
14767,University of Cosmic Research,Finland
14768,University of Geology,Netherlands
14769,College of Geology,Austria
14770,Center for Advanced Geology,Spain
14771,Global Research Center of Planetary Science,Austria
14772,International Lab for Planetary Science,Sweden
14773,National Institute of Geochemistry,Brazil
14774,Royal Institute of Cosmic Research,India
14775,National Institute of Geochemistry,China
14776,Royal Institute of Geology,Switzerland
14777,Global Research Center of Geochemistry,Australia
14778,International Lab for Meteorite Studies,Austria
14779,University of Geoscience,Norway
14780,Royal Institute of Geoscience,Spain
14781,Royal Institute of Meteorite Studies,Finland
14782,Academy of Geology,Belgium
14783,Center for Advanced Geoscience,Italy
14784,Royal Institute of Planetary Science,Japan
14785,College of Geoscience,Denmark
14786,College of Geoscience,Japan
14787,Academy of Geology,Spain
14788,International Lab for Geoscience,Austria
14789,International Lab for Geoscience,Denmark
14790,International Lab for Space Exploration,UK
14791,Global Research Center of Geoscience,USA
14792,University of Astronomy,Australia
14793,Center for Advanced Geochemistry,Norway
14794,Academy of Space Exploration,Netherlands
14795,Center for Advanced Astronomy,USA
14796,Royal Institute of Geoscience,Canada
14797,Royal Institute of Planetary Science,Netherlands
14798,University of Astrophysics,Japan
14799,National Institute of Astronomy,Spain
14800,College of Geology,Sweden
14801,College of Meteorite Studies,Belgium
14802,Center for Advanced Meteorite Studies,Finland
14803,Academy of Astrophysics,Australia
14804,Global Research Center of Astrophysics,Netherlands
14805,Center for Advanced Space Exploration,Japan
14806,National Institute of Geoscience,Italy
14807,Global Research Center of Cosmic Research,Japan
14808,Center for Advanced Meteorite Studies,USA
14809,Center for Advanced Space Exploration,Denmark
14810,College of Geoscience,Brazil
14811,Academy of Cosmic Research,Austria
14812,Academy of Geoscience,Switzerland
14813,International Lab for Cosmic Research,Spain
14814,International Lab for Meteorite Studies,India
14815,College of Geochemistry,India
14816,University of Meteorite Studies,Finland
14817,Center for Advanced Geoscience,Italy
14818,Center for Advanced Planetary Science,Norway
14819,Royal Institute of Astronomy,Denmark
14820,University of Space Exploration,France
14821,Global Research Center of Space Exploration,Germany
14822,National Institute of Astronomy,Japan
14823,National Institute of Geochemistry,Norway
14824,Center for Advanced Meteorite Studies,USA
14825,Center for Advanced Space Exploration,Switzerland
14826,National Institute of Cosmic Research,India
14827,Royal Institute of Astrophysics,Norway
14828,National Institute of Astrophysics,Sweden
14829,Center for Advanced Astrophysics,USA
14830,National Institute of Space Exploration,UK
14831,Academy of Planetary Science,India
14832,University of Geoscience,USA
14833,Global Research Center of Astrophysics,Italy
14834,Royal Institute of Geology,Sweden
14835,Academy of Geology,Italy
14836,International Lab for Astrophysics,Italy
14837,Center for Advanced Planetary Science,Canada
14838,Center for Advanced Geology,Brazil
14839,National Institute of Astronomy,Spain
14840,University of Astrophysics,Netherlands
14841,Royal Institute of Astronomy,Canada
14842,College of Planetary Science,UK
14843,Academy of Astrophysics,Australia
14844,National Institute of Cosmic Research,Finland
14845,University of Astrophysics,France
14846,International Lab for Space Exploration,China
14847,Center for Advanced Planetary Science,USA
14848,Royal Institute of Planetary Science,Brazil
14849,Global Research Center of Geochemistry,Austria
14850,University of Geology,Netherlands
14851,National Institute of Astrophysics,Canada
14852,College of Astronomy,Switzerland
14853,International Lab for Geoscience,Italy
14854,University of Geology,France
14855,University of Astrophysics,Sweden
14856,National Institute of Astrophysics,Austria
14857,University of Planetary Science,Norway
14858,Center for Advanced Astronomy,Spain
14859,University of Cosmic Research,France
14860,National Institute of Geology,Switzerland
14861,Center for Advanced Geology,Austria
14862,International Lab for Planetary Science,France
14863,Academy of Astrophysics,Denmark
14864,University of Astrophysics,UK
14865,Center for Advanced Cosmic Research,Austria
14866,International Lab for Geoscience,Canada
14867,Global Research Center of Geochemistry,China
14868,University of Geochemistry,Finland
14869,Academy of Geology,Denmark
14870,Global Research Center of Cosmic Research,Japan
14871,Center for Advanced Space Exploration,Austria
14872,International Lab for Geochemistry,Sweden
14873,International Lab for Meteorite Studies,Denmark
14874,Academy of Geochemistry,Australia
14875,College of Astronomy,UK
14876,Center for Advanced Geoscience,Spain
14877,Academy of Geology,Spain
14878,Royal Institute of Astronomy,France
14879,College of Planetary Science,Sweden
14880,Center for Advanced Meteorite Studies,Germany
14881,National Institute of Space Exploration,Sweden
14882,Center for Advanced Geochemistry,Germany
14883,Academy of Astronomy,Belgium
14884,Global Research Center of Geochemistry,Australia
14885,Academy of Astrophysics,Brazil
14886,National Institute of Planetary Science,Denmark
14887,National Institute of Astrophysics,Spain
14888,University of Cosmic Research,Australia
14889,College of Geoscience,Italy
14890,International Lab for Planetary Science,Finland
14891,National Institute of Planetary Science,France
14892,National Institute of Space Exploration,France
14893,National Institute of Planetary Science,Sweden
14894,University of Astronomy,India
14895,Center for Advanced Astronomy,Brazil
14896,International Lab for Cosmic Research,Brazil
14897,Academy of Astronomy,Italy
14898,National Institute of Space Exploration,France
14899,College of Cosmic Research,Canada
14900,Center for Advanced Geochemistry,Switzerland
14901,National Institute of Geoscience,Austria
14902,Global Research Center of Astrophysics,Belgium
14903,University of Astronomy,Austria
14904,International Lab for Astronomy,Norway
14905,National Institute of Cosmic Research,Brazil
14906,National Institute of Astrophysics,Norway
14907,International Lab for Geoscience,France
14908,Center for Advanced Geology,Canada
14909,Academy of Meteorite Studies,USA
14910,International Lab for Geology,UK
14911,University of Space Exploration,Netherlands
14912,Royal Institute of Geochemistry,Canada
14913,Academy of Astronomy,India
14914,Center for Advanced Geology,Switzerland
14915,Royal Institute of Geology,Australia
14916,Academy of Astronomy,UK
14917,College of Astronomy,Japan
14918,National Institute of Space Exploration,Germany
14919,International Lab for Geoscience,Denmark
14920,Royal Institute of Geochemistry,Austria
14921,International Lab for Meteorite Studies,Canada
14922,Academy of Cosmic Research,Denmark
14923,International Lab for Cosmic Research,France
14924,Academy of Space Exploration,Netherlands
14925,College of Meteorite Studies,Italy
14926,National Institute of Astronomy,Germany
14927,University of Meteorite Studies,Sweden
14928,College of Planetary Science,India
14929,Global Research Center of Meteorite Studies,Denmark
14930,Center for Advanced Geology,UK
14931,Royal Institute of Cosmic Research,Australia
14932,International Lab for Geochemistry,Australia
14933,College of Space Exploration,Italy
14934,Academy of Planetary Science,India
14935,Academy of Geochemistry,Australia
14936,National Institute of Planetary Science,Netherlands
14937,University of Geoscience,France
14938,Royal Institute of Space Exploration,Finland
14939,International Lab for Cosmic Research,France
14940,Royal Institute of Geoscience,Japan
14941,Royal Institute of Space Exploration,China
14942,Global Research Center of Planetary Science,Finland
14943,Royal Institute of Astronomy,Netherlands
14944,College of Geology,China
14945,National Institute of Geology,Spain
14946,Global Research Center of Space Exploration,Canada
14947,College of Meteorite Studies,India
14948,College of Cosmic Research,Canada
14949,National Institute of Planetary Science,Switzerland
14950,Royal Institute of Geology,Switzerland
14951,International Lab for Space Exploration,Norway
14952,Global Research Center of Geochemistry,USA
14953,Center for Advanced Planetary Science,China
14954,Royal Institute of Astronomy,USA
14955,International Lab for Cosmic Research,Spain
14956,Royal Institute of Geochemistry,UK
14957,Academy of Geochemistry,Australia
14958,Academy of Astronomy,Finland
14959,Global Research Center of Geochemistry,Sweden
14960,Global Research Center of Space Exploration,Italy
14961,Center for Advanced Meteorite Studies,Switzerland
14962,College of Geology,USA
14963,International Lab for Meteorite Studies,Italy
14964,Center for Advanced Planetary Science,Sweden
14965,University of Geochemistry,UK
14966,Royal Institute of Space Exploration,Belgium
14967,Global Research Center of Meteorite Studies,Norway
14968,Global Research Center of Planetary Science,Germany
14969,International Lab for Geology,Italy
14970,University of Geoscience,Germany
14971,Royal Institute of Planetary Science,Canada
14972,Center for Advanced Astronomy,Japan
14973,Academy of Geoscience,Brazil
14974,Center for Advanced Geology,Spain
14975,International Lab for Geochemistry,Netherlands
14976,International Lab for Planetary Science,Finland
14977,National Institute of Planetary Science,Denmark
14978,Center for Advanced Astronomy,Netherlands
14979,University of Space Exploration,China
14980,Global Research Center of Geochemistry,Switzerland
14981,National Institute of Meteorite Studies,Canada
14982,College of Astrophysics,Spain
14983,Center for Advanced Space Exploration,Japan
14984,Center for Advanced Astrophysics,India
14985,Academy of Space Exploration,France
14986,Global Research Center of Space Exploration,Sweden
14987,Global Research Center of Meteorite Studies,Canada
14988,University of Geochemistry,Japan
14989,Academy of Astrophysics,India
14990,Academy of Meteorite Studies,Switzerland
14991,International Lab for Geoscience,Japan
